2,1,1,0.919
2,1,2,1.838
2,1,3,2.757
2,1,4,3.676
2,1,5,4.594
2,1,6,5.513
2,1,7,6.432
2,1,8,7.351
2,1,9,8.270
2,2,1,0.917
2,2,2,1.835
2,2,3,2.752
2,2,4,3.669
2,2,5,4.587
2,2,6,5.504
2,2,7,6.422
2,2,8,7.339
2,2,9,8.256
2,3,1,0.918
2,3,2,1.836
2,3,3,2.754
2,3,4,3.672
2,3,5,4.590
2,3,6,5.507
2,3,7,6.425
2,3,8,7.343
2,3,9,8.261
2,4,1,0.918
2,4,2,1.837
2,4,3,2.755
2,4,4,3.674
2,4,5,4.592
2,4,6,5.511
2,4,7,6.429
2,4,8,7.348
2,4,9,8.266
2,5,1,0.919
2,5,2,1.837
2,5,3,2.756
2,5,4,3.674
2,5,5,4.593
2,5,6,5.512
2,5,7,6.430
2,5,8,7.349
2,5,9,8.267
2,6,1,0.918
2,6,2,1.837
2,6,3,2.755
2,6,4,3.674
2,6,5,4.592
2,6,6,5.511
2,6,7,6.429
2,6,8,7.348
2,6,9,8.266
2,7,1,0.919
2,7,2,1.838
2,7,3,2.756
2,7,4,3.675
2,7,5,4.594
2,7,6,5.513
2,7,7,6.432
2,7,8,7.351
2,7,9,8.269
2,8,1,0.919
2,8,2,1.838
2,8,3,2.757
2,8,4,3.676
2,8,5,4.595
2,8,6,5.514
2,8,7,6.433
2,8,8,7.352
2,8,9,8.271
